Position,Const,Created,Modified,Description,Title,Original Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Your Rating,Date Rated
498,tt0811723,2020-08-02,2020-08-02,,"Doctor Who: The Power of Kroll: Part Three","Doctor Who: The Power of Kroll: Part Three",https://www.imdb.com/title/tt0811723/,TV Episode,6.5,22,1979,"Adventure, Drama, Family, Sci-Fi",497,1979-01-06,"Norman Stewart",,
499,tt0811724,2020-08-02,2020-08-02,,"Doctor Who: The Power of Kroll: Part Four","Doctor Who: The Power of Kroll: Part Four",https://www.imdb.com/title/tt0811724/,TV Episode,6.5,22,1979,"Adventure, Drama, Family, Sci-Fi",500,1979-01-13,"Norman Stewart",,
500,tt0562892,2020-08-02,2020-08-02,,"Doctor Who: The Armageddon Factor: Part One","Doctor Who: The Armageddon Factor: Part One",https://www.imdb.com/title/tt0562892/,TV Episode,7.1,25,1979,"Adventure, Drama, Family, Sci-Fi",538,1979-01-20,"Michael Hayes",,
501,tt0811862,2020-08-02,2020-08-02,,"Doctor Who: The Armageddon Factor: Part Two","Doctor Who: The Armageddon Factor: Part Two",https://www.imdb.com/title/tt0811862/,TV Episode,7.1,24,1979,"Adventure, Drama, Family, Sci-Fi",474,1979-01-27,"Michael Hayes",,
502,tt0811863,2020-08-02,2020-08-02,,"Doctor Who: The Armageddon Factor: Part Three","Doctor Who: The Armageddon Factor: Part Three",https://www.imdb.com/title/tt0811863/,TV Episode,7.0,25,1979,"Adventure, Drama, Family, Sci-Fi",470,1979-02-03,"Michael Hayes",,
503,tt0811864,2020-08-02,2020-08-02,,"Doctor Who: The Armageddon Factor: Part Four","Doctor Who: The Armageddon Factor: Part Four",https://www.imdb.com/title/tt0811864/,TV Episode,6.9,25,1979,"Adventure, Drama, Family, Sci-Fi",472,1979-02-10,"Michael Hayes",,
504,tt0811865,2020-08-02,2020-08-02,,"Doctor Who: The Armageddon Factor: Part Five","Doctor Who: The Armageddon Factor: Part Five",https://www.imdb.com/title/tt0811865/,TV Episode,7.0,25,1979,"Adventure, Drama, Family, Sci-Fi",470,1979-02-17,"Michael Hayes",,
505,tt0811866,2020-08-02,2020-08-02,,"Doctor Who: The Armageddon Factor: Part Six","Doctor Who: The Armageddon Factor: Part Six",https://www.imdb.com/title/tt0811866/,TV Episode,7.1,25,1979,"Adventure, Drama, Family, Sci-Fi",478,1979-02-24,"Michael Hayes",,
506,tt0562840,2020-08-02,2020-08-02,,"Doctor Who: Destiny of the Daleks: Episode One","Doctor Who: Destiny of the Daleks: Episode One",https://www.imdb.com/title/tt0562840/,TV Episode,7.3,24,1979,"Adventure, Drama, Family, Sci-Fi",666,1979-09-01,"Ken Grieve",,
507,tt0811667,2020-08-02,2020-08-02,,"Doctor Who: Destiny of the Daleks: Episode Two","Doctor Who: Destiny of the Daleks: Episode Two",https://www.imdb.com/title/tt0811667/,TV Episode,7.3,25,1979,"Adventure, Drama, Family, Sci-Fi",587,1979-09-08,"Ken Grieve",,
508,tt0811668,2020-08-02,2020-08-02,,"Doctor Who: Destiny of the Daleks: Episode Three","Doctor Who: Destiny of the Daleks: Episode Three",https://www.imdb.com/title/tt0811668/,TV Episode,7.2,25,1979,"Adventure, Drama, Family, Sci-Fi",571,1979-09-15,"Ken Grieve",,
509,tt0811669,2020-08-02,2020-08-02,,"Doctor Who: Destiny of the Daleks: Episode Four","Doctor Who: Destiny of the Daleks: Episode Four",https://www.imdb.com/title/tt0811669/,TV Episode,7.2,26,1979,"Adventure, Drama, Family, Sci-Fi",575,1979-09-22,"Ken Grieve",,
510,tt0562835,2020-08-02,2020-08-02,,"Doctor Who: City of Death: Part One","Doctor Who: City of Death: Part One",https://www.imdb.com/title/tt0562835/,TV Episode,8.7,24,1979,"Adventure, Drama, Family, Sci-Fi",957,1979-09-29,"Michael Hayes",,
511,tt0811662,2020-08-02,2020-08-02,,"Doctor Who: City of Death: Part Two","Doctor Who: City of Death: Part Two",https://www.imdb.com/title/tt0811662/,TV Episode,8.8,25,1979,"Adventure, Drama, Family, Sci-Fi",821,1979-10-06,"Michael Hayes",,
512,tt0811663,2020-08-02,2020-08-02,,"Doctor Who: City of Death: Part Three","Doctor Who: City of Death: Part Three",https://www.imdb.com/title/tt0811663/,TV Episode,8.7,25,1979,"Adventure, Drama, Family, Sci-Fi",801,1979-10-13,"Michael Hayes",,
513,tt0811664,2020-08-02,2020-08-02,,"Doctor Who: City of Death: Part Four","Doctor Who: City of Death: Part Four",https://www.imdb.com/title/tt0811664/,TV Episode,8.9,25,1979,"Adventure, Drama, Family, Sci-Fi",841,1979-10-20,"Michael Hayes",,
514,tt0562900,2020-08-02,2020-08-02,,"Doctor Who: The Creature from the Pit: Part One","Doctor Who: The Creature from the Pit: Part One",https://www.imdb.com/title/tt0562900/,TV Episode,6.9,24,1979,"Adventure, Drama, Family, Sci-Fi",538,1979-10-27,"Christopher Barry",,
515,tt0811874,2020-08-02,2020-08-02,,"Doctor Who: The Creature from the Pit: Part Two","Doctor Who: The Creature from the Pit: Part Two",https://www.imdb.com/title/tt0811874/,TV Episode,6.7,25,1979,"Adventure, Drama, Family, Sci-Fi",471,1979-11-03,"Christopher Barry",,
516,tt0811875,2020-08-02,2020-08-02,,"Doctor Who: The Creature from the Pit: Part Three","Doctor Who: The Creature from the Pit: Part Three",https://www.imdb.com/title/tt0811875/,TV Episode,6.7,24,1979,"Adventure, Drama, Family, Sci-Fi",472,1979-11-10,"Christopher Barry",,
517,tt0811876,2020-08-02,2020-08-02,,"Doctor Who: The Creature from the Pit: Part Four","Doctor Who: The Creature from the Pit: Part Four",https://www.imdb.com/title/tt0811876/,TV Episode,6.7,24,1979,"Adventure, Drama, Family, Sci-Fi",471,1979-11-17,"Christopher Barry",,
518,tt0562863,2020-08-02,2020-08-02,,"Doctor Who: Nightmare of Eden: Part One","Doctor Who: Nightmare of Eden: Part One",https://www.imdb.com/title/tt0562863/,TV Episode,6.9,24,1979,"Adventure, Drama, Family, Sci-Fi",507,1979-11-24,"Alan Bromly",,
519,tt0811817,2020-08-02,2020-08-02,,"Doctor Who: Nightmare of Eden: Part Two","Doctor Who: Nightmare of Eden: Part Two",https://www.imdb.com/title/tt0811817/,TV Episode,6.8,23,1979,"Adventure, Drama, Family, Sci-Fi",458,1979-12-01,"Alan Bromly",,
520,tt0811818,2020-08-02,2020-08-02,,"Doctor Who: Nightmare of Eden: Part Three","Doctor Who: Nightmare of Eden: Part Three",https://www.imdb.com/title/tt0811818/,TV Episode,6.8,24,1979,"Adventure, Drama, Family, Sci-Fi",456,1979-12-08,"Alan Bromly",,
521,tt0811819,2020-08-02,2020-08-02,,"Doctor Who: Nightmare of Eden: Part Four","Doctor Who: Nightmare of Eden: Part Four",https://www.imdb.com/title/tt0811819/,TV Episode,6.7,25,1979,"Adventure, Drama, Family, Sci-Fi",461,1979-12-15,"Alan Bromly",,
522,tt0562920,2020-08-02,2020-08-02,,"Doctor Who: The Horns of Nimon: Part One","Doctor Who: The Horns of Nimon: Part One",https://www.imdb.com/title/tt0562920/,TV Episode,6.3,26,1979,"Adventure, Drama, Family, Sci-Fi",530,1979-12-22,"Kenny McBain",,
523,tt0811694,2020-08-02,2020-08-02,,"Doctor Who: The Horns of Nimon: Part Two","Doctor Who: The Horns of Nimon: Part Two",https://www.imdb.com/title/tt0811694/,TV Episode,6.1,25,1979,"Adventure, Drama, Family, Sci-Fi",477,1979-12-29,"Kenny McBain",,
524,tt0811695,2020-08-02,2020-08-02,,"Doctor Who: The Horns of Nimon: Part Three","Doctor Who: The Horns of Nimon: Part Three",https://www.imdb.com/title/tt0811695/,TV Episode,6.1,23,1980,"Adventure, Drama, Family, Sci-Fi",470,1980-01-05,"Kenny McBain",,
525,tt0811696,2020-08-02,2020-08-02,,"Doctor Who: The Horns of Nimon: Part Four","Doctor Who: The Horns of Nimon: Part Four",https://www.imdb.com/title/tt0811696/,TV Episode,6.1,27,1980,"Adventure, Drama, Family, Sci-Fi",476,1980-01-12,"Kenny McBain",,
526,tt0562929,2020-08-02,2020-08-02,,"Doctor Who: The Leisure Hive: Part One","Doctor Who: The Leisure Hive: Part One",https://www.imdb.com/title/tt0562929/,TV Episode,6.6,24,1980,"Adventure, Drama, Family, Sci-Fi",604,1980-08-30,"Lovett Bickford",,
527,tt0811709,2020-08-02,2020-08-02,,"Doctor Who: The Leisure Hive: Part Two","Doctor Who: The Leisure Hive: Part Two",https://www.imdb.com/title/tt0811709/,TV Episode,6.5,21,1980,"Adventure, Drama, Family, Sci-Fi",543,1980-09-06,"Lovett Bickford",,
528,tt0811710,2020-08-02,2020-08-02,,"Doctor Who: The Leisure Hive: Part Three","Doctor Who: The Leisure Hive: Part Three",https://www.imdb.com/title/tt0811710/,TV Episode,6.5,21,1980,"Adventure, Drama, Family, Sci-Fi",540,1980-09-13,"Lovett Bickford",,
529,tt0811711,2020-08-02,2020-08-02,,"Doctor Who: The Leisure Hive: Part Four","Doctor Who: The Leisure Hive: Part Four",https://www.imdb.com/title/tt0811711/,TV Episode,6.4,21,1980,"Adventure, Drama, Family, Sci-Fi",547,1980-09-20,"Lovett Bickford",,
530,tt0562860,2020-08-02,2020-08-02,,"Doctor Who: Meglos: Part One","Doctor Who: Meglos: Part One",https://www.imdb.com/title/tt0562860/,TV Episode,6.5,25,1980,"Adventure, Drama, Family, Sci-Fi",529,1980-09-27,"Terence Dudley",,
531,tt0811811,2020-08-02,2020-08-02,,"Doctor Who: Meglos: Part Two","Doctor Who: Meglos: Part Two",https://www.imdb.com/title/tt0811811/,TV Episode,6.5,21,1980,"Adventure, Drama, Family, Sci-Fi",482,1980-10-04,"Terence Dudley",,
532,tt0811812,2020-08-02,2020-08-02,,"Doctor Who: Meglos: Part Three","Doctor Who: Meglos: Part Three",https://www.imdb.com/title/tt0811812/,TV Episode,6.4,21,1980,"Adventure, Drama, Family, Sci-Fi",475,1980-10-11,"Terence Dudley",,
533,tt0811813,2020-08-02,2020-08-02,,"Doctor Who: Meglos: Part Four","Doctor Who: Meglos: Part Four",https://www.imdb.com/title/tt0811813/,TV Episode,6.3,20,1980,"Adventure, Drama, Family, Sci-Fi",481,1980-10-18,"Terence Dudley",,
534,tt0562847,2020-08-02,2020-08-02,,"Doctor Who: Full Circle: Part One","Doctor Who: Full Circle: Part One",https://www.imdb.com/title/tt0562847/,TV Episode,7.1,24,1980,"Adventure, Drama, Family, Sci-Fi",556,1980-10-25,"Peter Grimwade",,
535,tt0811684,2020-08-02,2020-08-02,,"Doctor Who: Full Circle: Part Two","Doctor Who: Full Circle: Part Two",https://www.imdb.com/title/tt0811684/,TV Episode,7.1,22,1980,"Adventure, Drama, Family, Sci-Fi",507,1980-11-01,"Peter Grimwade",,
536,tt0811685,2020-08-02,2020-08-02,,"Doctor Who: Full Circle: Part Three","Doctor Who: Full Circle: Part Three",https://www.imdb.com/title/tt0811685/,TV Episode,7.1,22,1980,"Adventure, Drama, Family, Sci-Fi",502,1980-11-08,"Peter Grimwade",,
537,tt0811686,2020-08-02,2020-08-02,,"Doctor Who: Full Circle: Part Four","Doctor Who: Full Circle: Part Four",https://www.imdb.com/title/tt0811686/,TV Episode,7.1,24,1980,"Adventure, Drama, Family, Sci-Fi",514,1980-11-15,"Peter Grimwade",,
538,tt0562880,2020-08-02,2020-08-02,,"Doctor Who: State of Decay: Part One","Doctor Who: State of Decay: Part One",https://www.imdb.com/title/tt0562880/,TV Episode,7.4,22,1980,"Adventure, Drama, Family, Sci-Fi",569,1980-11-22,"Peter Moffatt",,
539,tt0811842,2020-08-02,2020-08-02,,"Doctor Who: State of Decay: Part Two","Doctor Who: State of Decay: Part Two",https://www.imdb.com/title/tt0811842/,TV Episode,7.5,23,1980,"Adventure, Drama, Family, Sci-Fi",514,1980-11-29,"Peter Moffatt",,
540,tt0811843,2020-08-02,2020-08-02,,"Doctor Who: State of Decay: Part Three","Doctor Who: State of Decay: Part Three",https://www.imdb.com/title/tt0811843/,TV Episode,7.5,24,1980,"Adventure, Drama, Family, Sci-Fi",510,1980-12-06,"Peter Moffatt",,
541,tt0811844,2020-08-02,2020-08-02,,"Doctor Who: State of Decay: Part Four","Doctor Who: State of Decay: Part Four",https://www.imdb.com/title/tt0811844/,TV Episode,7.5,25,1980,"Adventure, Drama, Family, Sci-Fi",513,1980-12-13,"Peter Moffatt",,
542,tt0562984,2020-08-02,2020-08-02,,"Doctor Who: Warriors' Gate: Part One","Doctor Who: Warriors' Gate: Part One",https://www.imdb.com/title/tt0562984/,TV Episode,7.3,23,1981,"Adventure, Drama, Family, Sci-Fi",538,1981-01-03,"Paul Joyce",,
543,tt0811770,2020-08-02,2020-08-02,,"Doctor Who: Warriors' Gate: Part Two","Doctor Who: Warriors' Gate: Part Two",https://www.imdb.com/title/tt0811770/,TV Episode,7.3,24,1981,"Adventure, Drama, Family, Sci-Fi",488,1981-01-10,"Paul Joyce",,
544,tt0811771,2020-08-02,2020-08-02,,"Doctor Who: Warriors' Gate: Part Three","Doctor Who: Warriors' Gate: Part Three",https://www.imdb.com/title/tt0811771/,TV Episode,7.2,22,1981,"Adventure, Drama, Family, Sci-Fi",490,1981-01-17,"Paul Joyce",,
545,tt0811772,2020-08-02,2020-08-02,,"Doctor Who: Warriors' Gate: Part Four","Doctor Who: Warriors' Gate: Part Four",https://www.imdb.com/title/tt0811772/,TV Episode,7.2,25,1981,"Adventure, Drama, Family, Sci-Fi",492,1981-01-24,"Paul Joyce",,
546,tt0562925,2020-08-02,2020-08-02,,"Doctor Who: The Keeper of Traken: Part One","Doctor Who: The Keeper of Traken: Part One",https://www.imdb.com/title/tt0562925/,TV Episode,7.7,24,1981,"Adventure, Drama, Family, Sci-Fi",628,1981-01-31,"John Black",,
547,tt0811705,2020-08-02,2020-08-02,,"Doctor Who: The Keeper of Traken: Part Two","Doctor Who: The Keeper of Traken: Part Two",https://www.imdb.com/title/tt0811705/,TV Episode,7.6,25,1981,"Adventure, Drama, Family, Sci-Fi",561,1981-02-07,"John Black",,
548,tt0811706,2020-08-02,2020-08-02,,"Doctor Who: The Keeper of Traken: Part Three","Doctor Who: The Keeper of Traken: Part Three",https://www.imdb.com/title/tt0811706/,TV Episode,7.6,24,1981,"Adventure, Drama, Family, Sci-Fi",554,1981-02-14,"John Black",,
549,tt0811707,2020-08-02,2020-08-02,,"Doctor Who: The Keeper of Traken: Part Four","Doctor Who: The Keeper of Traken: Part Four",https://www.imdb.com/title/tt0811707/,TV Episode,7.8,25,1981,"Adventure, Drama, Family, Sci-Fi",572,1981-02-21,"John Black",,
550,tt0562857,2020-08-02,2020-08-02,,"Doctor Who: Logopolis: Part One","Doctor Who: Logopolis: Part One",https://www.imdb.com/title/tt0562857/,TV Episode,7.8,25,1981,"Adventure, Drama, Family, Sci-Fi",707,1981-02-28,"Peter Grimwade",,
551,tt0811805,2020-08-02,2020-08-02,,"Doctor Who: Logopolis: Part Two","Doctor Who: Logopolis: Part Two",https://www.imdb.com/title/tt0811805/,TV Episode,7.7,24,1981,"Adventure, Drama, Family, Sci-Fi",618,1981-03-07,"Peter Grimwade",,
552,tt0811806,2020-08-02,2020-08-02,,"Doctor Who: Logopolis: Part Three","Doctor Who: Logopolis: Part Three",https://www.imdb.com/title/tt0811806/,TV Episode,7.7,25,1981,"Adventure, Drama, Family, Sci-Fi",608,1981-03-14,"Peter Grimwade",,
553,tt0811807,2020-08-02,2020-08-02,,"Doctor Who: Logopolis: Part Four","Doctor Who: Logopolis: Part Four",https://www.imdb.com/title/tt0811807/,TV Episode,8.0,25,1981,"Adventure, Drama, Family, Sci-Fi",652,1981-03-21,"Peter Grimwade",,
554,tt0562834,2020-08-02,2020-08-02,,"Doctor Who: Castrovalva: Part One","Doctor Who: Castrovalva: Part One",https://www.imdb.com/title/tt0562834/,TV Episode,7.2,24,1982,"Adventure, Drama, Family, Sci-Fi",697,1982-01-04,"Fiona Cumming",,
555,tt0811659,2020-08-02,2020-08-02,,"Doctor Who: Castrovalva: Part Two","Doctor Who: Castrovalva: Part Two",https://www.imdb.com/title/tt0811659/,TV Episode,6.9,24,1982,"Adventure, Drama, Family, Sci-Fi",610,1982-01-05,"Fiona Cumming",,
556,tt0811660,2020-08-02,2020-08-02,,"Doctor Who: Castrovalva: Part Three","Doctor Who: Castrovalva: Part Three",https://www.imdb.com/title/tt0811660/,TV Episode,7.1,24,1982,"Adventure, Drama, Family, Sci-Fi",606,1982-01-11,"Fiona Cumming",,
557,tt0811661,2020-08-02,2020-08-02,,"Doctor Who: Castrovalva: Part Four","Doctor Who: Castrovalva: Part Four",https://www.imdb.com/title/tt0811661/,TV Episode,7.2,24,1982,"Adventure, Drama, Family, Sci-Fi",617,1982-01-12,"Fiona Cumming",,
558,tt0562844,2020-08-02,2020-08-02,,"Doctor Who: Four to Doomsday: Part One","Doctor Who: Four to Doomsday: Part One",https://www.imdb.com/title/tt0562844/,TV Episode,6.8,24,1982,"Adventure, Drama, Family, Sci-Fi",569,1982-01-18,"John Black",,
559,tt0811678,2020-08-02,2020-08-02,,"Doctor Who: Four to Doomsday: Part Two","Doctor Who: Four to Doomsday: Part Two",https://www.imdb.com/title/tt0811678/,TV Episode,6.7,24,1982,"Adventure, Drama, Family, Sci-Fi",524,1982-01-19,"John Black",,
560,tt0811679,2020-08-02,2020-08-02,,"Doctor Who: Four to Doomsday: Part Three","Doctor Who: Four to Doomsday: Part Three",https://www.imdb.com/title/tt0811679/,TV Episode,6.6,24,1982,"Adventure, Drama, Family, Sci-Fi",520,1982-01-25,"John Black",,
561,tt0811680,2020-08-02,2020-08-02,,"Doctor Who: Four to Doomsday: Part Four","Doctor Who: Four to Doomsday: Part Four",https://www.imdb.com/title/tt0811680/,TV Episode,6.5,25,1982,"Adventure, Drama, Family, Sci-Fi",524,1982-01-26,"John Black",,
562,tt0562856,2020-08-02,2020-08-02,,"Doctor Who: Kinda: Part One","Doctor Who: Kinda: Part One",https://www.imdb.com/title/tt0562856/,TV Episode,7.3,25,1982,"Adventure, Drama, Family, Sci-Fi",608,1982-02-01,"Peter Grimwade",,
563,tt0811802,2020-08-02,2020-08-02,,"Doctor Who: Kinda: Part Two","Doctor Who: Kinda: Part Two",https://www.imdb.com/title/tt0811802/,TV Episode,7.2,25,1982,"Adventure, Drama, Family, Sci-Fi",548,1982-02-02,"Peter Grimwade",,
564,tt0811803,2020-08-02,2020-08-02,,"Doctor Who: Kinda: Part Three","Doctor Who: Kinda: Part Three",https://www.imdb.com/title/tt0811803/,TV Episode,7.1,24,1982,"Adventure, Drama, Family, Sci-Fi",543,1982-02-08,"Peter Grimwade",,
565,tt0811804,2020-08-02,2020-08-02,,"Doctor Who: Kinda: Part Four","Doctor Who: Kinda: Part Four",https://www.imdb.com/title/tt0811804/,TV Episode,7.2,24,1982,"Adventure, Drama, Family, Sci-Fi",549,1982-02-09,"Peter Grimwade",,
566,tt0562972,2020-08-02,2020-08-02,,"Doctor Who: The Visitation: Part One","Doctor Who: The Visitation: Part One",https://www.imdb.com/title/tt0562972/,TV Episode,7.4,24,1982,"Adventure, Drama, Family, Sci-Fi",627,1982-02-15,"Peter Moffatt",,
567,tt0811753,2020-08-02,2020-08-02,,"Doctor Who: The Visitation: Part Two","Doctor Who: The Visitation: Part Two",https://www.imdb.com/title/tt0811753/,TV Episode,7.3,24,1982,"Adventure, Drama, Family, Sci-Fi",541,1982-02-16,"Peter Moffatt",,
568,tt0811754,2020-08-02,2020-08-02,,"Doctor Who: The Visitation: Part Three","Doctor Who: The Visitation: Part Three",https://www.imdb.com/title/tt0811754/,TV Episode,7.2,24,1982,"Adventure, Drama, Family, Sci-Fi",544,1982-02-22,"Peter Moffatt",,
569,tt0811755,2020-08-02,2020-08-02,,"Doctor Who: The Visitation: Part Four","Doctor Who: The Visitation: Part Four",https://www.imdb.com/title/tt0811755/,TV Episode,7.3,24,1982,"Adventure, Drama, Family, Sci-Fi",545,1982-02-23,"Peter Moffatt",,
570,tt0562832,2020-08-02,2020-08-02,,"Doctor Who: Black Orchid: Part One","Doctor Who: Black Orchid: Part One",https://www.imdb.com/title/tt0562832/,TV Episode,7.2,25,1982,"Adventure, Drama, Family, Sci-Fi",624,1982-03-01,"Ron Jones",,
571,tt0811658,2020-08-02,2020-08-02,,"Doctor Who: Black Orchid: Part Two","Doctor Who: Black Orchid: Part Two",https://www.imdb.com/title/tt0811658/,TV Episode,7.0,25,1982,"Adventure, Drama, Family, Sci-Fi",575,1982-03-02,"Ron Jones",,
572,tt0562842,2020-08-02,2020-08-02,,"Doctor Who: Earthshock: Part One","Doctor Who: Earthshock: Part One",https://www.imdb.com/title/tt0562842/,TV Episode,8.2,24,1982,"Adventure, Drama, Family, Sci-Fi",761,1982-03-08,"Peter Grimwade",,
573,tt0811672,2020-08-02,2020-08-02,,"Doctor Who: Earthshock: Part Two","Doctor Who: Earthshock: Part Two",https://www.imdb.com/title/tt0811672/,TV Episode,8.0,24,1982,"Adventure, Drama, Family, Sci-Fi",678,1982-03-09,"Peter Grimwade",,
574,tt0811673,2020-08-02,2020-08-02,,"Doctor Who: Earthshock: Part Three","Doctor Who: Earthshock: Part Three",https://www.imdb.com/title/tt0811673/,TV Episode,8.2,24,1982,"Adventure, Drama, Family, Sci-Fi",673,1982-03-15,"Peter Grimwade",,
575,tt0811674,2020-08-02,2020-08-02,,"Doctor Who: Earthshock: Part Four","Doctor Who: Earthshock: Part Four",https://www.imdb.com/title/tt0811674/,TV Episode,8.6,24,1982,"Adventure, Drama, Family, Sci-Fi",726,1982-03-16,"Peter Grimwade",,
576,tt0562979,2020-08-02,2020-08-02,,"Doctor Who: Time-Flight: Part One","Doctor Who: Time-Flight: Part One",https://www.imdb.com/title/tt0562979/,TV Episode,6.3,25,1982,"Adventure, Drama, Family, Sci-Fi",556,1982-03-22,"Ron Jones",,
577,tt0811759,2020-08-02,2020-08-02,,"Doctor Who: Time-Flight: Part Two","Doctor Who: Time-Flight: Part Two",https://www.imdb.com/title/tt0811759/,TV Episode,6.0,24,1982,"Adventure, Drama, Family, Sci-Fi",504,1982-03-23,"Ron Jones",,
578,tt0811760,2020-08-02,2020-08-02,,"Doctor Who: Time-Flight: Part Three","Doctor Who: Time-Flight: Part Three",https://www.imdb.com/title/tt0811760/,TV Episode,5.8,24,1982,"Adventure, Drama, Family, Sci-Fi",501,1982-03-29,"Ron Jones",,
579,tt0811761,2020-08-02,2020-08-02,,"Doctor Who: Time-Flight: Part Four","Doctor Who: Time-Flight: Part Four",https://www.imdb.com/title/tt0811761/,TV Episode,5.9,25,1982,"Adventure, Drama, Family, Sci-Fi",508,1982-03-30,"Ron Jones",,
580,tt0562829,2020-08-02,2020-08-02,,"Doctor Who: Arc of Infinity: Part One","Doctor Who: Arc of Infinity: Part One",https://www.imdb.com/title/tt0562829/,TV Episode,6.7,25,1983,"Adventure, Drama, Family, Sci-Fi",530,1983-01-03,"Ron Jones",,
581,tt0811651,2020-08-02,2020-08-02,,"Doctor Who: Arc of Infinity: Part Two","Doctor Who: Arc of Infinity: Part Two",https://www.imdb.com/title/tt0811651/,TV Episode,6.8,25,1983,"Adventure, Drama, Family, Sci-Fi",473,1983-01-05,"Ron Jones",,
582,tt0811652,2020-08-02,2020-08-02,,"Doctor Who: Arc of Infinity: Part Three","Doctor Who: Arc of Infinity: Part Three",https://www.imdb.com/title/tt0811652/,TV Episode,6.8,25,1983,"Adventure, Drama, Family, Sci-Fi",471,1983-01-11,"Ron Jones",,
583,tt0811653,2020-08-02,2020-08-02,,"Doctor Who: Arc of Infinity: Part Four","Doctor Who: Arc of Infinity: Part Four",https://www.imdb.com/title/tt0811653/,TV Episode,6.8,24,1983,"Adventure, Drama, Family, Sci-Fi",476,1983-01-12,"Ron Jones",,
584,tt0562878,2020-08-02,2020-08-02,,"Doctor Who: Snakedance: Part One","Doctor Who: Snakedance: Part One",https://www.imdb.com/title/tt0562878/,TV Episode,6.8,24,1983,"Adventure, Drama, Family, Sci-Fi",518,1983-01-18,"Fiona Cumming",,
585,tt0811839,2020-08-02,2020-08-02,,"Doctor Who: Snakedance: Part Two","Doctor Who: Snakedance: Part Two",https://www.imdb.com/title/tt0811839/,TV Episode,6.9,25,1983,"Adventure, Drama, Family, Sci-Fi",466,1983-01-19,"Fiona Cumming",,
586,tt0811840,2020-08-02,2020-08-02,,"Doctor Who: Snakedance: Part Three","Doctor Who: Snakedance: Part Three",https://www.imdb.com/title/tt0811840/,TV Episode,6.8,24,1983,"Adventure, Drama, Family, Sci-Fi",457,1983-01-25,"Fiona Cumming",,
587,tt0811841,2020-08-02,2020-08-02,,"Doctor Who: Snakedance: Part Four","Doctor Who: Snakedance: Part Four",https://www.imdb.com/title/tt0811841/,TV Episode,6.8,25,1983,"Adventure, Drama, Family, Sci-Fi",467,1983-01-26,"Fiona Cumming",,
588,tt0562859,2020-08-02,2020-08-02,,"Doctor Who: Mawdryn Undead: Part One","Doctor Who: Mawdryn Undead: Part One",https://www.imdb.com/title/tt0562859/,TV Episode,7.5,24,1983,"Adventure, Drama, Family, Sci-Fi",547,1983-02-01,"Peter Moffatt",,
589,tt0811808,2020-08-02,2020-08-02,,"Doctor Who: Mawdryn Undead: Part Two","Doctor Who: Mawdryn Undead: Part Two",https://www.imdb.com/title/tt0811808/,TV Episode,7.8,25,1983,"Adventure, Drama, Family, Sci-Fi",500,1983-02-02,"Peter Moffatt",,
590,tt0811809,2020-08-02,2020-08-02,,"Doctor Who: Mawdryn Undead: Part Three","Doctor Who: Mawdryn Undead: Part Three",https://www.imdb.com/title/tt0811809/,TV Episode,7.6,25,1983,"Adventure, Drama, Family, Sci-Fi",486,1983-02-08,"Peter Moffatt",,
591,tt0811810,2020-08-02,2020-08-02,,"Doctor Who: Mawdryn Undead: Part Four","Doctor Who: Mawdryn Undead: Part Four",https://www.imdb.com/title/tt0811810/,TV Episode,7.6,25,1983,"Adventure, Drama, Family, Sci-Fi",495,1983-02-09,"Peter Moffatt",,
592,tt0562882,2020-08-02,2020-08-02,,"Doctor Who: Terminus: Part One","Doctor Who: Terminus: Part One",https://www.imdb.com/title/tt0562882/,TV Episode,6.4,25,1983,"Adventure, Drama, Family, Sci-Fi",505,1983-02-15,"Mary Ridge",,
593,tt0811847,2020-08-02,2020-08-02,,"Doctor Who: Terminus: Part Two","Doctor Who: Terminus: Part Two",https://www.imdb.com/title/tt0811847/,TV Episode,6.3,25,1983,"Adventure, Drama, Family, Sci-Fi",454,1983-02-16,"Mary Ridge",,
594,tt0811848,2020-08-02,2020-08-02,,"Doctor Who: Terminus: Part Three","Doctor Who: Terminus: Part Three",https://www.imdb.com/title/tt0811848/,TV Episode,6.1,25,1983,"Adventure, Drama, Family, Sci-Fi",460,1983-02-22,"Mary Ridge",,
595,tt0811849,2020-08-02,2020-08-02,,"Doctor Who: Terminus: Part Four","Doctor Who: Terminus: Part Four",https://www.imdb.com/title/tt0811849/,TV Episode,6.2,25,1983,"Adventure, Drama, Family, Sci-Fi",458,1983-02-23,"Mary Ridge",,
596,tt0562843,2020-08-02,2020-08-02,,"Doctor Who: Enlightenment: Part One","Doctor Who: Enlightenment: Part One",https://www.imdb.com/title/tt0562843/,TV Episode,7.7,23,1983,"Adventure, Drama, Family, Sci-Fi",526,1983-03-01,"Fiona Cumming",,
597,tt0811675,2020-08-02,2020-08-02,,"Doctor Who: Enlightenment: Part Two","Doctor Who: Enlightenment: Part Two",https://www.imdb.com/title/tt0811675/,TV Episode,7.7,24,1983,"Adventure, Drama, Family, Sci-Fi",488,1983-03-02,"Fiona Cumming",,
